App No,Type,App Date,Status,FRU Interview Scheduled,Drug Test,WAV Course,Defensive Driving,Driver Exam,Medical Clearance Form,Other Requirements,Last Updated
6109898,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107765,HDR,4/4/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6108708,HDR,4/18/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6110009,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105602,HDR,2/25/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108373,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104928,HDR,2/13/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105151,HDR,2/18/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,"Fingerprints, copy of DMV lic, other. Visit www.nyc.gov/tlcup",5/12/2025 5:00
6106892,HDR,3/19/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6105357,HDR,2/20/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109311,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6104039,HDR,1/27/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6108284,HDR,4/11/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108916,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6105319,HDR,2/19/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6108897,HDR,4/21/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109594,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109595,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6107412,HDR,3/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6102322,HDR,12/27/2024,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107566,HDR,4/1/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108888,HDR,4/21/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108394,HDR,4/14/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108876,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6108225,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6108217,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109536,HDR,5/1/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105374,HDR,2/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109283,HDR,4/28/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107899,HDR,4/6/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108533,HDR,4/15/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109960,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105178,HDR,2/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108561,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104419,HDR,2/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104481,HDR,2/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107611,HDR,4/1/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109726,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6102864,HDR,1/6/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105102,HDR,2/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109896,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109649,HDR,5/3/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6108136,HDR,4/9/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104689,HDR,2/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6104397,HDR,2/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107201,HDR,3/25/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6103619,HDR,1/18/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6109231,HDR,4/26/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,5/12/2025 5:00
6109397,HDR,4/29/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6108863,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109748,HDR,5/5/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109600,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6106542,HDR,3/13/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108762,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108038,HDR,4/8/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6103995,HDR,1/27/2025,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104320,HDR,2/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109316,HDR,4/28/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6105626,HDR,2/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Fingerprints needed,5/12/2025 5:00
6108609,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6103558,HDR,1/17/2025,Denied,Not Applicable,Complete,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108327,HDR,4/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6105427,HDR,2/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104112,HDR,1/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Not Applicable,5/12/2025 5:00
6106794,HDR,3/17/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105604,HDR,2/25/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109321,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109925,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106947,HDR,3/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6108796,HDR,4/19/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109323,HDR,4/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6109063,HDR,4/23/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6107454,HDR,3/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6105039,HDR,2/15/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108410,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106119,HDR,3/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Not Applicable,5/12/2025 5:00
6108342,HDR,4/12/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108641,HDR,4/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108348,HDR,4/13/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106498,HDR,3/12/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Complete,Not Applicable,5/12/2025 5:00
6110020,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109315,HDR,4/28/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108065,HDR,4/8/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104235,HDR,1/31/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6103648,HDR,1/20/2025,Denied,Not Applicable,Complete,Needed,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6103802,HDR,1/22/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107452,HDR,3/28/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105407,HDR,2/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109743,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107105,HDR,3/24/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105280,HDR,2/19/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6107167,HDR,3/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108367,HDR,4/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104642,HDR,2/8/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109764,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108215,HDR,4/10/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6106386,HDR,3/11/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109703,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6106693,HDR,3/15/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106200,HDR,3/7/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6109738,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107081,HDR,3/22/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107716,HDR,4/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106147,HDR,3/6/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6110119,HDR,5/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107522,HDR,3/31/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6106560,HDR,3/13/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108310,HDR,4/12/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6110035,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106996,HDR,3/20/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109671,HDR,5/4/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108825,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104240,HDR,1/31/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109240,HDR,4/26/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107151,HDR,3/24/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6106700,HDR,3/15/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107789,HDR,4/4/2025,Incomplete,Not Applicable,Complete,Needed,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6103431,HDR,1/15/2025,Denied,Not Applicable,Complete,Complete,Needed,Complete,Complete,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6109230,HDR,4/26/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109130,HDR,4/24/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109588,HDR,5/2/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109739,HDR,5/5/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Complete,Not Applicable,5/12/2025 5:00
6103906,HDR,1/24/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107367,HDR,3/27/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108821,HDR,4/19/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108379,HDR,4/14/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108751,HDR,4/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6110101,HDR,5/10/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108822,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109189,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107046,HDR,3/21/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109728,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109517,HDR,4/30/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108574,HDR,4/16/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108470,HDR,4/14/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108610,HDR,4/16/2025,Incomplete,Not Applicable,Complete,Needed,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6109322,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108845,HDR,4/21/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104182,HDR,1/30/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6104141,HDR,1/29/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105823,HDR,2/28/2025,Under Review,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6110064,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6103898,HDR,1/24/2025,Denied,Not Applicable,Complete,Complete,Needed,Needed,Complete,Copy of DMV license needed,5/12/2025 5:00
6106867,HDR,3/19/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105115,HDR,2/17/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Copy of DMV license needed,5/12/2025 5:00
6109270,HDR,4/27/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6106281,HDR,3/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109804,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105558,HDR,2/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6108842,HDR,4/20/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109962,HDR,5/8/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6104939,HDR,2/13/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6107464,HDR,3/29/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109354,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6109757,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6109665,HDR,5/4/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6107275,HDR,3/25/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6107790,HDR,4/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109183,HDR,4/25/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6109798,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108787,HDR,4/18/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107393,HDR,3/27/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109305,HDR,4/28/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Copy of DMV license needed,5/12/2025 5:00
6107712,HDR,4/3/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109901,HDR,5/7/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108125,HDR,4/9/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Complete,Complete,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6108162,HDR,4/10/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107844,HDR,4/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6106600,HDR,3/14/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Needed,Open items needed. Visit www.nyc.gov/tlcup for more information,5/12/2025 5:00
6104104,HDR,1/28/2025,Denied,Not Applicable,Needed,Needed,Needed,Needed,Needed,Copy of DMV license & other items. Visit www.nyc.gov/tlcup,5/12/2025 5:00
6106208,HDR,3/7/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108124,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109176,HDR,4/25/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6109295,HDR,4/28/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6103684,HDR,1/20/2025,Denied,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6105692,HDR,2/26/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6108906,HDR,4/21/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Complete,Needed,Copy of DMV license needed,5/12/2025 5:00
6108237,HDR,4/10/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Not Applicable,5/12/2025 5:00
6108568,HDR,4/16/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6110033,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109162,HDR,4/24/2025,Incomplete,Not Applicable,Complete,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6104436,HDR,2/4/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
6107666,HDR,4/2/2025,Incomplete,Not Applicable,Complete,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105159,HDR,2/18/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6108147,HDR,4/9/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed,5/12/2025 5:00
6105052,HDR,2/15/2025,Incomplete,Not Applicable,Needed,Needed,Complete,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108693,HDR,4/17/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Complete,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6109699,HDR,5/5/2025,Incomplete,Not Applicable,Needed,Complete,Complete,Needed,Complete,Fingerprints needed,5/12/2025 5:00
6109883,HDR,5/6/2025,Incomplete,Not Applicable,Needed,Complete,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6110052,HDR,5/9/2025,Incomplete,Not Applicable,Needed,Needed,Needed,Needed,Needed,Fingerprints needed; Copy of DMV license needed,5/12/2025 5:00
6108686,HDR,4/17/2025,Approved - License Issued,Not Applicable,Complete,Complete,Complete,Complete,Complete,Not Applicable,5/12/2025 5:00
